"time"	"date"	"block"	"treatment"	"datapoint"	"Focal"	"Cover"	"ACHMIL"	"ANTODO"	"ARRELA"	"BROERE"	"CENJAC"	"CONARV"	"CREPIS"	"DACGLO"	"DAUCAR"	"ELYREP"	"ERYNGE"	"FESARU"	"FESRUB"	"GALVER"	"GERDIS"	"GERROT"	"LEUVUL"	"LOLPER"	"LOTCOR"	"MEDARA"	"ONOREP"	"PICECH"	"PICHIE"	"PLALAN"	"POAANG"	"POAPRA"	"POATRI"	"RANACR"	"RUMACE"	"SALPRA"	"SONCHU"	"TAROFF"	"TRIFLA"	"TRIPRA"	"VERBOF"	"VERPER"	"legumes"	"grasses"	"other"	"Cb"	"Cd"	"Ci"	"Ee"	"Pg"	"Pp"
1	"Jun12"	1	"6sp"	7	"GALVER"	10	0	0	70	50	0	20	0	10	10	30	0	0	0	10	0	0	0	0	0	0	0	0	0	40	20	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	7	"PLALAN"	10	0	0	70	50	0	20	0	10	10	30	0	0	0	20	0	0	0	0	0	0	0	0	0	30	20	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	7	"POAANG"	20	0	0	70	50	0	20	0	10	10	30	0	0	0	20	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	7	"TAROFF"	10	0	0	70	50	0	20	0	10	10	30	0	0	0	20	0	0	0	0	0	0	0	0	0	40	20	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	8	"ARRELA"	40	0	0	50	40	0	25	0	20	10	35	0	0	0	45	0	0	0	0	0	0	0	0	0	75	20	10	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	8	"BROERE"	20	0	0	90	20	0	25	0	20	10	35	0	0	0	45	0	0	0	0	0	0	0	0	0	75	20	10	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	8	"CONARV"	10	0	0	90	40	0	15	0	20	10	35	0	0	0	45	0	0	0	0	0	0	0	0	0	75	20	10	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	8	"DAUCAR"	10	0	0	90	40	0	25	0	20	0	35	0	0	0	45	0	0	0	0	0	0	0	0	0	75	20	10	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	8	"GALVER"	10	0	0	90	40	0	25	0	20	10	35	0	0	0	35	0	0	0	0	0	0	0	0	0	75	20	10	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	8	"PLALAN"	20	0	0	90	40	0	25	0	20	10	35	0	0	0	45	0	0	0	0	0	0	0	0	0	55	20	10	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	8	"SALPRA"	10	0	0	90	40	0	25	0	20	10	35	0	0	0	45	0	0	0	0	0	0	0	0	0	75	20	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	9	"ARRELA"	20	0	0	50	40	0	30	0	30	20	0	0	0	0	35	0	0	0	0	0	0	0	0	0	65	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	9	"BROERE"	20	0	0	70	20	0	30	0	30	20	0	0	0	0	35	0	0	0	0	0	0	0	0	0	65	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	9	"CONARV"	10	0	0	70	40	0	20	0	30	20	0	0	0	0	35	0	0	0	0	0	0	0	0	0	65	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	9	"DACGLO"	10	0	0	70	40	0	30	0	20	20	0	0	0	0	35	0	0	0	0	0	0	0	0	0	65	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	9	"GALVER"	15	0	0	70	40	0	30	0	30	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	65	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"6sp"	9	"PLALAN"	15	0	0	70	40	0	30	0	30	20	0	0	0	0	35	0	0	0	0	0	0	0	0	0	50	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	1	"CENJAC"	30	0	0	30	0	0	30	0	35	0	0	0	40	0	0	0	0	0	10	0	0	0	0	20	30	20	0	0	0	10	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	1	"CONARV"	10	0	0	30	0	30	20	0	35	0	0	0	40	0	0	0	0	0	10	0	0	0	0	20	30	20	0	0	0	10	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	1	"FESARU"	10	0	0	30	0	30	30	0	35	0	0	0	30	0	0	0	0	0	10	0	0	0	0	20	30	20	0	0	0	10	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	1	"PLALAN"	20	0	0	30	0	30	30	0	35	0	0	0	40	0	0	0	0	0	10	0	0	0	0	20	10	20	0	0	0	10	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	1	"POAANG"	10	0	0	30	0	30	30	0	35	0	0	0	40	0	0	0	0	0	10	0	0	0	0	20	30	10	0	0	0	10	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	2	"ARRELA"	20	0	0	30	0	30	30	0	50	20	0	0	70	0	0	0	0	0	0	0	0	0	0	20	30	30	0	0	0	10	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	2	"CONARV"	10	0	0	50	0	30	20	0	50	20	0	0	70	0	0	0	0	0	0	0	0	0	0	20	30	30	0	0	0	10	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	2	"DACGLO"	10	0	0	50	0	30	30	0	40	20	0	0	70	0	0	0	0	0	0	0	0	0	0	20	30	30	0	0	0	10	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	2	"FESARU"	30	0	0	50	0	30	30	0	50	20	0	0	40	0	0	0	0	0	0	0	0	0	0	20	30	30	0	0	0	10	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	2	"PICHIE"	20	0	0	50	0	30	30	0	50	20	0	0	70	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	10	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	2	"POAANG"	10	0	0	50	0	30	30	0	50	20	0	0	70	0	0	0	0	0	0	0	0	0	0	20	30	20	0	0	0	10	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	2	"RUMACE"	10	0	0	50	0	30	30	0	50	20	0	0	70	0	0	0	0	0	0	0	0	0	0	20	30	30	0	0	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	3	"ARRELA"	10	0	0	40	0	0	15	0	30	10	0	0	60	0	0	0	0	0	0	0	0	0	0	20	20	10	0	0	0	20	0	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	3	"DACGLO"	10	0	0	50	0	0	15	0	20	10	0	0	60	0	0	0	0	0	0	0	0	0	0	20	20	10	0	0	0	20	0	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	3	"DAUCAR"	10	0	0	50	0	0	15	0	30	0	0	0	60	0	0	0	0	0	0	0	0	0	0	20	20	10	0	0	0	20	0	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	3	"FESARU"	30	0	0	50	0	0	15	0	30	10	0	0	30	0	0	0	0	0	0	0	0	0	0	20	20	10	0	0	0	20	0	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	3	"PLALAN"	10	0	0	50	0	0	15	0	30	10	0	0	60	0	0	0	0	0	0	0	0	0	0	20	10	10	0	0	0	20	0	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	4	"ARRELA"	20	0	0	30	0	0	25	0	75	50	0	0	30	0	0	0	0	0	0	0	0	0	0	20	20	15	0	0	0	10	0	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	4	"CONARV"	5	0	0	50	0	0	20	0	75	50	0	0	30	0	0	0	0	0	0	0	0	0	0	20	20	15	0	0	0	10	0	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	4	"DACGLO"	10	0	0	50	0	0	25	0	65	50	0	0	30	0	0	0	0	0	0	0	0	0	0	20	20	15	0	0	0	10	0	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	4	"PLALAN"	10	0	0	50	0	0	25	0	75	50	0	0	30	0	0	0	0	0	0	0	0	0	0	20	10	15	0	0	0	10	0	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	4	"RUMACE"	10	0	0	50	0	0	25	0	75	50	0	0	30	0	0	0	0	0	0	0	0	0	0	20	20	15	0	0	0	0	0	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	4	"TRIPRA"	30	0	0	50	0	0	25	0	75	50	0	0	30	0	0	0	0	0	0	0	0	0	0	20	20	15	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	5	"ARRELA"	20	0	0	70	0	0	45	0	95	10	0	0	30	0	0	0	0	0	10	0	0	0	0	20	30	20	0	0	10	20	0	0	0	0	40	0	0	10	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	5	"CONARV"	10	0	0	90	0	0	35	0	95	10	0	0	30	0	0	0	0	0	10	0	0	0	0	20	30	20	0	0	10	20	0	0	0	0	40	0	0	10	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	5	"DACGLO"	30	0	0	90	0	0	45	0	65	10	0	0	30	0	0	0	0	0	10	0	0	0	0	20	30	20	0	0	10	20	0	0	0	0	40	0	0	10	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	5	"DAUCAR"	10	0	0	90	0	0	45	0	95	0	0	0	30	0	0	0	0	0	10	0	0	0	0	20	30	20	0	0	10	20	0	0	0	0	40	0	0	10	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	5	"POAANG"	10	0	0	90	0	0	45	0	95	10	0	0	30	0	0	0	0	0	10	0	0	0	0	20	30	10	0	0	10	20	0	0	0	0	40	0	0	10	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	6	"ARRELA"	10	0	0	35	0	30	40	0	85	10	0	0	20	0	0	0	0	0	10	0	0	0	0	0	60	20	0	0	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	6	"CONARV"	10	0	0	45	0	30	30	0	85	10	0	0	20	0	0	0	0	0	10	0	0	0	0	0	60	20	0	0	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	6	"DACGLO"	25	0	0	45	0	30	40	0	60	10	0	0	20	0	0	0	0	0	10	0	0	0	0	0	60	20	0	0	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	6	"LOLPER"	10	0	0	45	0	30	40	0	85	10	0	0	20	0	0	0	0	0	0	0	0	0	0	0	60	20	0	0	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	6	"PLALAN"	10	0	0	45	0	30	40	0	85	10	0	0	20	0	0	0	0	0	10	0	0	0	0	0	50	20	0	0	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	7	"ARRELA"	15	0	0	30	0	0	30	0	75	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	50	0	0	0	10	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	7	"CONARV"	10	0	0	45	0	0	20	0	75	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	50	0	0	0	10	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	7	"DACGLO"	30	0	0	45	0	0	30	0	45	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	50	0	0	0	10	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	7	"FESARU"	10	0	0	45	0	0	30	0	75	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	50	0	0	0	10	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	7	"PLALAN"	30	0	0	45	0	0	30	0	75	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	20	0	0	0	10	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	8	"ARRELA"	20	0	0	35	0	0	40	0	105	40	0	0	10	0	0	0	0	0	0	0	0	0	0	20	40	15	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	8	"CONARV"	10	0	0	55	0	0	30	0	105	40	0	0	10	0	0	0	0	0	0	0	0	0	0	20	40	15	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	8	"DACGLO"	20	0	0	55	0	0	40	0	85	40	0	0	10	0	0	0	0	0	0	0	0	0	0	20	40	15	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	8	"PLALAN"	10	0	0	55	0	0	40	0	105	40	0	0	10	0	0	0	0	0	0	0	0	0	0	20	30	15	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	8	"RANACR"	10	0	0	55	0	0	40	0	105	40	0	0	10	0	0	0	0	0	0	0	0	0	0	20	40	15	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	8	"TRIPRA"	10	0	0	55	0	0	40	0	105	40	0	0	10	0	0	0	0	0	0	0	0	0	0	20	40	15	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	9	"CONARV"	10	0	0	40	0	0	15	0	55	30	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	5	0	0	10	10	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	9	"DACGLO"	25	0	0	40	0	0	25	0	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	5	0	0	10	10	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	9	"DAUCAR"	30	0	0	40	0	0	25	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	5	0	0	10	10	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	9	"PICHIE"	20	0	0	40	0	0	25	0	55	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	5	0	0	10	10	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb"	9	"POAANG"	5	0	0	40	0	0	25	0	55	30	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	0	10	10	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb.Cd.Pg"	1	"BROERE"	10	10	0	25	0	0	10	0	20	25	0	20	0	0	40	0	0	0	0	0	0	0	0	0	60	15	0	0	10	10	5	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
1	"Jun12"	1	"Cb.Cd.Pg"	1	"DAUCAR"	10	10	0	25	10	0	10	0	20	15	0	20	0	0	40	0	0	0	0	0	0	0	0	0	60	15	0	0	10	10	5	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
